created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,"RT @HPCL: Silent Guardians, Watchful Protectors, they are our #Warriors at the Work-Place who are fighting the battle against #COVID19Pande…","Mumbai, India",Shailesh Derhgawen,silent guardians  watchful protectors  they are our  warriors at the workplace who are fighting the battle against  covid19pande…,silent guardians watchful protectors warriors workplace fighting battle covid19pande…,silent guardians watchful protectors warriors workplace fighting battle, India
09-04-20 2:11,RT @YRJewelryGal: .@drscottjensen will be on Laura Ingraham tonight. Please tune in if you are looking for truth in COVID-19 reporting. htt…,TEXAS,🇺🇸 We The People 🇺🇸,drscottjensen will be on laura ingraham tonight  please tune in if you are looking for truth in covid19 reporting  htt…,drscottjensen laura ingraham tonight please tune looking truth covid19 reporting htt…,drscottjensen laura ingraham tonight please tune looking truth reporting, United States of America
09-04-20 2:11,RT @asvpjoser: FYI 12 patients in Monterey county have recovered from Covid-19 so we are back down to 51 cases! That’s something the news d…,"Ameca, Jalisco",trαcy,fyi 12 patients in monterey county have recovered from covid19 so we are back down to 51 cases  that ’ s something the news d…,fyi 12 patients monterey county recovered covid19 back 51 cases ’ something news d…,fyi patients monterey county recovered back cases something news, México
09-04-20 2:11,"RT @ANI: World Health Organization made a statement on Jan 14 that there was no human-to-human transmission,while there was. They criticize…","Lucknow, India",Varun Mishra,world health organization made a statement on jan 14 that there was no humantohuman transmission  while there was  they criticize…,world health organization made statement jan 14 humantohuman transmission criticize…,world health organization made statement jan humantohuman transmission, India
09-04-20 2:11,"RT @Education4Libs: The Cabal released COVID-19 to:

-Distract from their illegal coup
-Distract from Biden/Ukraine
-Distract from impeachm…","New York, NY",Mike 🙏🏻⭐️⭐️⭐️🙏🏻,the cabal released covid19 to  distract from their illegal coup distract from bidenukraine distract from impeachm…,cabal released covid19 distract illegal coup distract bidenukraine distract impeachm…,cabal released distract illegal coup distract bidenukraine distract, United States of America
09-04-20 2:11,RT @DiamondandSilk: LIVE: President @realDonaldTrump and the #COVID-19 Task Force News Briefing via @RSBNetwork https://t.co/OhTtA9wns5,United States,CHICKAPEA,live  president  realdonaldtrump and the  covid19 task force news briefing via  rsbnetwork https  tcoohtta9wns5,live president realdonaldtrump covid19 task force news briefing via rsbnetwork https tcoohtta9wns5,live president realdonaldtrump task force news briefing via rsbnetwork https,United States
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald","Atlanta, GA",Jonathan 🇭🇹🇨🇦,due to covid19  we are out of bald,due covid19 bald,due bald, United States of America
09-04-20 2:11,RT @mc_kiah: Bernie didn’t drop out he suspended his campaign to focus his attention on covid-19. His name is still on the ballot he just i…,Mt. Olympus,⚜️,bernie didn ’ t drop out he suspended his campaign to focus his attention on covid19  his name is still on the ballot he just i…,bernie ’ drop suspended campaign focus attention covid19 name still ballot i…,bernie drop suspended campaign focus attention name still ballot, United States of America
09-04-20 2:11,"RT @KHiveQueenB: Kamala: ""Covid-19 is killing blacks at the highest rate. We need...""

🌹: Shut up, Cop!

Biden: ""Blacks are dying at a high…","Eugene, Oregon",It Matters,kamala   covid19 is killing blacks at the highest rate  we need   🌹  shut up  cop  biden   blacks are dying at a high…,kamala covid19 killing blacks highest rate need 🌹 shut cop biden blacks dying high…,kamala killing blacks highest rate need shut cop biden blacks dying, United States of America
09-04-20 2:11,"RT @mmarquez0026: Everybody is calling the doctors attending the #Covid_19 patients heroes, and I cannot agree more, but we cannot forget a…",Caracas-Venezuela Libre,Guillermo Muñoz R.,everybody is calling the doctors attending the  covid19 patients heroes  and i can not agree more  but we can not forget a…,everybody calling doctors attending covid19 patients heroes agree forget a…,everybody calling doctors attending patients heroes agree forget,None
09-04-20 2:11,"RT @PERCEPTIONS_EU: An ongoing discussion that accompanies our project is how we can understand and define 'perceptions'. Today, this is pa…","Sicily, Italy",ABACUS Attivazione dei Bacini Culturali Siciliani,an ongoing discussion that accompanies our project is how we can understand and define perceptions   today  this is pa…,ongoing discussion accompanies project understand define perceptions today pa…,ongoing discussion accompanies project understand define perceptions today, Italia
09-04-20 2:11,"RT @Reuters: In New York, a nurse treated patients for three days after she started displaying COVID-19 symptoms - but couldn’t get a test…",,Benny,in new york  a nurse treated patients for three days after she started displaying covid19 symptoms  but couldn ’ t get a test…,new york nurse treated patients three days started displaying covid19 symptoms ’ get test…,new york nurse treated patients three days started displaying symptoms get, Italia
09-04-20 2:11,RT @drjohnm: This may be one of the most important pieces of content @medscape has ever published. What if we are doing it wrong in the tre…,,Neil Maclean,this may be one of the most important pieces of content  medscape has ever published  what if we are doing it wrong in the tre…,may one important pieces content medscape ever published wrong tre…,may one important pieces content medscape ever published wrong, Italia
09-04-20 2:11,RT @DontDregMeBro: @seanhannity repeated Rheumatologist Dr Daniel Wallace who runs the Nation's LARGEST LUPUS practice at Cedars-Sinai Los…,,DebH,seanhannity repeated rheumatologist dr daniel wallace who runs the nation s largest lupus practice at cedarssinai los…,seanhannity repeated rheumatologist dr daniel wallace runs nation largest lupus practice cedarssinai los…,seanhannity repeated rheumatologist dr daniel wallace runs nation largest lupus practice cedarssinai, Italia
09-04-20 2:11,RT @JoeMichaelII: Lady Gaga literally put her money where her mouth is and raised 35 million dollars on her own for COVID-19 relief while t…,with your girl,Lonely Boy,lady gaga literally put her money where her mouth is and raised 35 million dollars on her own for covid19 relief while t…,lady gaga literally put money mouth raised 35 million dollars covid19 relief t…,lady gaga literally put money mouth raised million dollars relief,None
09-04-20 2:11,"RT @applehimedes: OMG how cute new @tite_official sensei's sketch is!
#bleach #BLEACH20th #StayHome https://t.co/6zAMOU391X","Las Vegas, NV",Beau Murphy,omg how cute new  titeofficial sensei s sketch is   bleach  bleach20th  stayhome https  tco6zamou391x,omg cute new titeofficial sensei sketch bleach bleach20th stayhome https tco6zamou391x,omg cute new titeofficial sensei sketch bleach stayhome https, United States of America
09-04-20 2:11,RT @FLIxrisk: Emilia Javorsky and Anthony Aguirre join us on this special episode of the FLI Podcast to explore the lessons that might be l…,An island in the Salish Sea ,Amita Kuttner,emilia javorsky and anthony aguirre join us on this special episode of the fli podcast to explore the lessons that might be l…,emilia javorsky anthony aguirre join us special episode fli podcast explore lessons might l…,emilia javorsky anthony aguirre join us special episode fli podcast explore lessons might, Canada
09-04-20 2:11,RT @jacqueelinee25: My dad just told me that my uncle tested positive for COVID-19 and I have a pit in my stomach. What will it take for y’…,,Emily,my dad just told me that my uncle tested positive for covid19 and i have a pit in my stomach  what will it take for y ’ …,dad told uncle tested positive covid19 pit stomach take ’ …,dad told uncle tested positive pit stomach take, Italia
09-04-20 2:11,RT @MOFA_Taiwan: Many hands make light work! Our staffers are proud to play a humble part in ensuring essential #Coronavirus-combating item…,,小涵,many hands make light work  our staffers are proud to play a humble part in ensuring essential  coronaviruscombating item…,many hands make light work staffers proud play humble part ensuring essential coronaviruscombating item…,many hands make light work staffers proud play humble part ensuring essential coronaviruscombating, Italia
09-04-20 2:11,RT @onlyyoontv: #Coronavirus ground zero #Wuhan reopens after a 76-day lockdown. #China state media showcase a midnight light show marking…,London,Tahmid,coronavirus ground zero  wuhan reopens after a 76day lockdown   china state media showcase a midnight light show marking…,coronavirus ground zero wuhan reopens 76day lockdown china state media showcase midnight light show marking…,coronavirus ground zero wuhan reopens lockdown china state media showcase midnight light show, United Kingdom
09-04-20 2:11,"RT @subgap: Coronavirus Update:
☣️️ Total cases: 1,518,479 (+8,146) ☣️️
⚠️ Current cases: 1,099,629 (+7,325) ⚠️
⚰️ Deaths: 88,458 (+113) ⚰️…",In JACK's Head Too,⚖Tha NYer⚖,coronavirus update  ☣️️ total cases  1518479  8146  ☣️️ ⚠️ current cases  1099629  7325  ⚠️ ⚰️ deaths  88458  113  ⚰️…,coronavirus update ☣️️ total cases 1518479 8146 ☣️️ ⚠️ current cases 1099629 7325 ⚠️ ⚰️ deaths 88458 113 ⚰️…,coronavirus update total cases current cases deaths,None
